    INFO: 2026-02-02 10:23:00,665:               log.py:   20: Logging to /Users/gorkemcetin/verifywise/docs/mdpdf.log
   DEBUG: 2026-02-02 10:23:00,869:      pdf_renderer.py:  470: printSegment: Security Assessment
   DEBUG: 2026-02-02 10:23:00,870:      pdf_renderer.py:  470: printSegment: : Boolean flag with document uploads
   DEBUG: 2026-02-02 10:23:00,870:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,870:      pdf_renderer.py:  470: printSegment: Risk Categories
   DEBUG: 2026-02-02 10:23:00,871:      pdf_renderer.py:  470: printSegment: : Performance, Bias, Security, Data Quality, Compliance
   DEBUG: 2026-02-02 10:23:00,871:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,872:      pdf_renderer.py:  470: printSegment: MLFlow Integration
   DEBUG: 2026-02-02 10:23:00,873:      pdf_renderer.py:  470: printSegment: : Automatic sync from ML tracking servers
   DEBUG: 2026-02-02 10:23:00,873:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,874:      pdf_renderer.py:  470: printSegment: Change History
   DEBUG: 2026-02-02 10:23:00,874:      pdf_renderer.py:  470: printSegment: : Field-level audit trail
   DEBUG: 2026-02-02 10:23:00,875:      pdf_renderer.py:  470: printSegment: 3.3 OneTrust Model Inventory
   DEBUG: 2026-02-02 10:23:00,875:      pdf_renderer.py:  470: printSegment: OneTrust extends model tracking with:
   DEBUG: 2026-02-02 10:23:00,876:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,876:      pdf_renderer.py:  470: printSegment: Hugging Face Integration
   DEBUG: 2026-02-02 10:23:00,877:      pdf_renderer.py:  470: printSegment: : Browse and import from model gallery
   DEBUG: 2026-02-02 10:23:00,877:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,878:      pdf_renderer.py:  470: printSegment: Fairness Metrics
   DEBUG: 2026-02-02 10:23:00,878:      pdf_renderer.py:  470: printSegment: : Demographic Parity Difference/Ratio, Equalized Odds
   DEBUG: 2026-02-02 10:23:00,879:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,879:      pdf_renderer.py:  470: printSegment: Autonomy Levels
   DEBUG: 2026-02-02 10:23:00,880:      pdf_renderer.py:  470: printSegment: : Human-in-loop, Human-on-loop, Human-out-of-loop
   DEBUG: 2026-02-02 10:23:00,880:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,881:      pdf_renderer.py:  470: printSegment: Framework Selection
   DEBUG: 2026-02-02 10:23:00,881:      pdf_renderer.py:  470: printSegment: : TensorFlow, PyTorch, Keras, JAX, etc.
   DEBUG: 2026-02-02 10:23:00,881:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,882:      pdf_renderer.py:  470: printSegment: Model Cards
   DEBUG: 2026-02-02 10:23:00,882:      pdf_renderer.py:  470: printSegment: : PDF export with standardized documentation
   DEBUG: 2026-02-02 10:23:00,883:      pdf_renderer.py:  470: printSegment: 3.4 Dataset Management Gap
   DEBUG: 2026-02-02 10:23:00,884:      pdf_renderer.py:  470: printSegment: Critical Gap:
   DEBUG: 2026-02-02 10:23:00,884:      pdf_renderer.py:  470: printSegment:  VerifyWise lacks a formal Dataset inventory, which is required for:
   DEBUG: 2026-02-02 10:23:00,885:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,886:      pdf_renderer.py:  470: printSegment: EU AI Act Article 10 (Data Governance)
   DEBUG: 2026-02-02 10:23:00,887:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,887:      pdf_renderer.py:  470: printSegment: ISO 42001 data lineage requirements
   DEBUG: 2026-02-02 10:23:00,888:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,889:      pdf_renderer.py:  470: printSegment: Training/Validation/Testing dataset tracking
   DEBUG: 2026-02-02 10:23:00,889:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,890:      pdf_renderer.py:  470: printSegment: Data quality metrics
   DEBUG: 2026-02-02 10:23:00,890:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,891:      pdf_renderer.py:  470: printSegment: Bias source identification
   DEBUG: 2026-02-02 10:23:00,891:      pdf_renderer.py:  470: printSegment: Recommendation:
   DEBUG: 2026-02-02 10:23:00,892:      pdf_renderer.py:  470: printSegment:  Implement a Dataset inventory with:
   DEBUG: 2026-02-02 10:23:00,892:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,893:      pdf_renderer.py:  470: printSegment: Dataset metadata (name, source, size, format)
   DEBUG: 2026-02-02 10:23:00,893:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,894:      pdf_renderer.py:  470: printSegment: Data classification (PII, sensitive, public)
   DEBUG: 2026-02-02 10:23:00,894:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,895:      pdf_renderer.py:  470: printSegment: Usage tracking (which models use this dataset)
   DEBUG: 2026-02-02 10:23:00,895:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,896:      pdf_renderer.py:  470: printSegment: Quality metrics integration
   DEBUG: 2026-02-02 10:23:00,896:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,897:      pdf_renderer.py:  470: printSegment: Lineage visualization
   DEBUG: 2026-02-02 10:23:00,898:      pdf_renderer.py:  470: printSegment: 4. Risk Management
   DEBUG: 2026-02-02 10:23:00,899:      pdf_renderer.py:  470: printSegment: 4.1 Feature Comparison Matrix
   DEBUG: 2026-02-02 10:23:00,899:      pdf_renderer.py:  470: printSegment: | Feature | VerifyWise | OneTrust | Gap Analysis |
   DEBUG: 2026-02-02 10:23:00,900:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,900:      pdf_renderer.py:  470: printSegment: |---------|:----------:|:--------:|--------------|
   DEBUG: 2026-02-02 10:23:00,900:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,901:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,901:      pdf_renderer.py:  470: printSegment: Project Risks
   DEBUG: 2026-02-02 10:23:00,901:      pdf_renderer.py:  470: printSegment:  | ✅ Full | ✅ Full |
   DEBUG: 2026-02-02 10:23:00,902:      pdf_renderer.py:  470: printSegment: Parity |
   DEBUG: 2026-02-02 10:23:00,902:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,902:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,903:      pdf_renderer.py:  470: printSegment: Vendor Risks
   DEBUG: 2026-02-02 10:23:00,903:      pdf_renderer.py:  470: printSegment:  | ✅ Full | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:00,903:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,903:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,904:      pdf_renderer.py:  470: printSegment: Model Risks
   DEBUG: 2026-02-02 10:23:00,904:      pdf_renderer.py:  470: printSegment:  | ✅ Full | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:00,904:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,904:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,905:      pdf_renderer.py:  470: printSegment: Risk Calculation
   DEBUG: 2026-02-02 10:23:00,905:      pdf_renderer.py:  470: printSegment:  | ✅ Formula | ✅ Formula |
   DEBUG: 2026-02-02 10:23:00,905:      pdf_renderer.py:  470: printSegment: Parity |
   DEBUG: 2026-02-02 10:23:00,906:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,906:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,906:      pdf_renderer.py:  470: printSegment: Risk Categories
   DEBUG: 2026-02-02 10:23:00,907:      pdf_renderer.py:  470: printSegment:  | ✅ 5 types | ✅ 5 types | Parity |
   DEBUG: 2026-02-02 10:23:00,907:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,907:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,908:      pdf_renderer.py:  470: printSegment: Mitigation Workflow
   DEBUG: 2026-02-02 10:23:00,908:      pdf_renderer.py:  470: printSegment:  | ✅ 7 statuses | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:00,908:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,908:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,909:      pdf_renderer.py:  470: printSegment: Risk-Control
   DEBUG: 2026-02-02 10:23:00,909:      pdf_renderer.py:  470: printSegment: Linking
   DEBUG: 2026-02-02 10:23:00,909:      pdf_renderer.py:  470: printSegment:  | ✅ Full | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:00,910:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,910:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,910:      pdf_renderer.py:  470: printSegment: Risk History Tracking
   DEBUG: 2026-02-02 10:23:00,911:      pdf_renderer.py:  470: printSegment:  | ✅ Snapshots | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:00,911:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,911:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,912:      pdf_renderer.py:  470: printSegment: Fairness Metrics
   DEBUG: 2026-02-02 10:23:00,912:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ 4 metrics | 
   DEBUG: 2026-02-02 10:23:00,912:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:00,913:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:00,913:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,913:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,913:      pdf_renderer.py:  470: printSegment: Risk Aggregation
   DEBUG: 2026-02-02 10:23:00,914:      pdf_renderer.py:  470: printSegment:  | ❌ Fixed | ✅ Configurable | 
   DEBUG: 2026-02-02 10:23:00,914:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:00,914:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:00,915:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,915:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,915:      pdf_renderer.py:  470: printSegment: AI Lifecycle Phase
   DEBUG: 2026-02-02 10:23:00,915:      pdf_renderer.py:  470: printSegment:  | ✅ 7 phases | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:00,916:      pdf_renderer.py:  470: printSegment: 4.2 Risk Calculation Methodology
   DEBUG: 2026-02-02 10:23:00,917:      pdf_renderer.py:  470: printSegment: VerifyWise Formula:
   DEBUG: 2026-02-02 10:23:00,918:      pdf_renderer.py:  470: printSegment: Risk Score = (Likelihood Value × 1) + (Severity Value × 3)
   DEBUG: 2026-02-02 10:23:00,919:      pdf_renderer.py:  470: printSegment: Where:
   DEBUG: 2026-02-02 10:23:00,920:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,920:      pdf_renderer.py:  470: printSegment: Likelihood: Rare (1) to Almost Certain (5)
   DEBUG: 2026-02-02 10:23:00,920:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,921:      pdf_renderer.py:  470: printSegment: Severity: Negligible (1) to Catastrophic (5)
   DEBUG: 2026-02-02 10:23:00,921:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,922:      pdf_renderer.py:  470: printSegment: Severity weighted 3x heavier than likelihood
   DEBUG: 2026-02-02 10:23:00,922:      pdf_renderer.py:  470: printSegment: Risk Level Thresholds:
   DEBUG: 2026-02-02 10:23:00,923:      pdf_renderer.py:  470: printSegment: | Score Range | Risk Level |
   DEBUG: 2026-02-02 10:23:00,923:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,923:      pdf_renderer.py:  470: printSegment: |-------------|------------|
   DEBUG: 2026-02-02 10:23:00,924:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,924:      pdf_renderer.py:  470: printSegment: | ≤4 | Very Low Risk |
   DEBUG: 2026-02-02 10:23:00,925:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,925:      pdf_renderer.py:  470: printSegment: | 5-8 | Low Risk |
   DEBUG: 2026-02-02 10:23:00,925:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,926:      pdf_renderer.py:  470: printSegment: | 9-12 | Medium Risk |
   DEBUG: 2026-02-02 10:23:00,926:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,927:      pdf_renderer.py:  470: printSegment: |
   DEBUG: 2026-02-02 10:23:00,928:      pdf_renderer.py:  470: printSegment: 13-16 | High Risk |
   DEBUG: 2026-02-02 10:23:00,928:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,929:      pdf_renderer.py:  470: printSegment: | ≥17 | Very High Risk |
   DEBUG: 2026-02-02 10:23:00,929:      pdf_renderer.py:  470: printSegment: 4.3 Fairness Metrics Gap
   DEBUG: 2026-02-02 10:23:00,930:      pdf_renderer.py:  470: printSegment: Gap:
   DEBUG: 2026-02-02 10:23:00,930:      pdf_renderer.py:  470: printSegment:  VerifyWise lacks model fairness/bias metrics that OneTrust provides:
   DEBUG: 2026-02-02 10:23:00,931:      pdf_renderer.py:  470: printSegment: | Metric | Purpose | OneTrust |
   DEBUG: 2026-02-02 10:23:00,931:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,932:      pdf_renderer.py:  470: printSegment: |--------|---------|:--------:|
   DEBUG: 2026-02-02 10:23:00,932:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,933:      pdf_renderer.py:  470: printSegment: | Demographic Parity Difference | Outcome disparity
   DEBUG: 2026-02-02 10:23:00,934:      pdf_renderer.py:  470: printSegment: between groups | ✅ |
   DEBUG: 2026-02-02 10:23:00,934:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,935:      pdf_renderer.py:  470: printSegment: | Demographic Parity Ratio | Ratio of outcomes between groups | ✅ |
   DEBUG: 2026-02-02 10:23:00,935:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,936:      pdf_renderer.py:  470: printSegment: | Equalized Odds Difference |
   DEBUG: 2026-02-02 10:23:00,937:      pdf_renderer.py:  470: printSegment: Error rate equality | ✅ |
   DEBUG: 2026-02-02 10:23:00,937:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,938:      pdf_renderer.py:  470: printSegment: | Equalized Odds Ratio | Error rate ratio | ✅ |
   DEBUG: 2026-02-02 10:23:00,938:      pdf_renderer.py:  470: printSegment: Recommendation:
   DEBUG: 2026-02-02 10:23:00,939:      pdf_renderer.py:  470: printSegment:  Add fairness metrics to Model Inventory:
   DEBUG: 2026-02-02 10:23:00,939:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,940:      pdf_renderer.py:  470: printSegment: Integration with fairness libraries (Fairlearn, AIF360)
   DEBUG: 2026-02-02 10:23:00,940:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,940:      pdf_renderer.py:  470: printSegment: Automated metric calculation from evaluation datasets
   DEBUG: 2026-02-02 10:23:00,941:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,941:      pdf_renderer.py:  470: printSegment: Threshold alerts for bias detection
   DEBUG: 2026-02-02 10:23:00,942:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,942:      pdf_renderer.py:  470: printSegment: Historical tracking for model drift
   DEBUG: 2026-02-02 10:23:00,943:      pdf_renderer.py:  470: printSegment: 5. Compliance Frameworks
   DEBUG: 2026-02-02 10:23:00,944:      pdf_renderer.py:  470: printSegment: 5.1 Framework Support Matrix
   DEBUG: 2026-02-02 10:23:00,944:      pdf_renderer.py:  470: printSegment: | Framework | VerifyWise | OneTrust | Gap Analysis |
   DEBUG: 2026-02-02 10:23:00,945:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,945:      pdf_renderer.py:  470: printSegment: |-----------|:----------:|:--------:|--------------|
   DEBUG: 2026-02-02 10:23:00,946:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,946:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,947:      pdf_renderer.py:  470: printSegment: EU AI Act
   DEBUG: 2026-02-02 10:23:00,948:      pdf_renderer.py:  470: printSegment:  | ✅ 13
   DEBUG: 2026-02-02 10:23:00,948:      pdf_renderer.py:  470: printSegment: Categories | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:00,949:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,949:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,950:      pdf_renderer.py:  470: printSegment: ISO 42001
   DEBUG: 2026-02-02 10:23:00,950:      pdf_renderer.py:  470: printSegment:  | ✅ Clauses + Annexes | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:00,951:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,951:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,952:      pdf_renderer.py:  470: printSegment: ISO 27001
   DEBUG: 2026-02-02 10:23:00,952:      pdf_renderer.py:  470: printSegment:  | ✅ Full | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:00,953:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,953:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,954:      pdf_renderer.py:  470: printSegment: NIST AI
   DEBUG: 2026-02-02 10:23:00,954:      pdf_renderer.py:  470: printSegment: RMF
   DEBUG: 2026-02-02 10:23:00,955:      pdf_renderer.py:  470: printSegment:  | ✅ 4 Functions | ✅ Full | Parity |
   DEBUG: 2026-02-02 10:23:00,955:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,956:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,957:      pdf_renderer.py:  470: printSegment: OECD AI Principles
   DEBUG: 2026-02-02 10:23:00,958:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Full | 
   DEBUG: 2026-02-02 10:23:00,958:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:00,959:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:00,959:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,959:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,960:      pdf_renderer.py:  470: printSegment: UK ICO AI Toolkit
   DEBUG: 2026-02-02 10:23:00,960:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Full | 
   DEBUG: 2026-02-02 10:23:00,961:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:00,961:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:00,962:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,962:      pdf_renderer.py:  470: printSegment: |
   DEBUG: 2026-02-02 10:23:00,963:      pdf_renderer.py:  470: printSegment: 
   DEBUG: 2026-02-02 10:23:00,963:      pdf_renderer.py:  470: printSegment: ALTAI (EU Commission)
   DEBUG: 2026-02-02 10:23:00,963:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Full | 
   DEBUG: 2026-02-02 10:23:00,964:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:00,964:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:00,965:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,965:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,966:      pdf_renderer.py:  470: printSegment: US FTC AI Guidelines
   DEBUG: 2026-02-02 10:23:00,967:      pdf_renderer.py:  470: printSegment:  | ❌ None | ✅ Full | 
   DEBUG: 2026-02-02 10:23:00,967:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:00,968:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:00,968:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-02 10:23:00,969:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-02 10:23:00,969:      pdf_renderer.py:  470: printSegment: Singapore PDPC
   DEBUG: 2026-02-02 10:23:00,970:      pdf_renderer.py:  470: printSegment:  | ❌ None
   DEBUG: 2026-02-02 10:23:00,971:      pdf_renderer.py:  470: printSegment: | ✅ Full | 
   DEBUG: 2026-02-02 10:23:00,971:      pdf_renderer.py:  470: printSegment: Gap
   DEBUG: 2026-02-02 10:23:00,972:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-02 10:23:00,972:      pdf_renderer.py:  470: printSegment: 5.2 VerifyWise Framework Implementation
   DEBUG: 2026-02-02 10:23:00,973:      pdf_renderer.py:  470: printSegment: EU AI Act (13 Control Categories):
   DEBUG: 2026-02-02 10:23:00,973:      pdf_renderer.py:  470: printSegment:  1 
   DEBUG: 2026-02-02 10:23:00,974:      pdf_renderer.py:  470: printSegment: AI Literacy
   DEBUG: 2026-02-02 10:23:00,975:      pdf_renderer.py:  470: printSegment:  2 
   DEBUG: 2026-02-02 10:23:00,975:      pdf_renderer.py:  470: printSegment: Transparency and Provision of Information
   DEBUG: 2026-02-02 10:23:00,976:      pdf_renderer.py:  470: printSegment:  3 
   DEBUG: 2026-02-02 10:23:00,977:      pdf_renderer.py:  470: printSegment: Human Oversight
   DEBUG: 2026-02-02 10:23:00,977:      pdf_renderer.py:  470: printSegment:  4 
   DEBUG: 2026-02-02 10:23:00,978:      pdf_renderer.py:  470: printSegment: Corrective Actions and Duty of Information
   DEBUG: 2026-02-02 10:23:00,978:      pdf_renderer.py:  470: printSegment:  5 
   DEBUG: 2026-02-02 10:23:00,979:      pdf_renderer.py:  470: printSegment: Responsibilities Along the AI Value Chain
   DEBUG: 2026-02-02 10:23:00,979:      pdf_renderer.py:  470: printSegment:  6 
   DEBUG: 2026-02-02 10:23:00,979:      pdf_renderer.py:  470: printSegment: Obligations of Deployers of High-Risk AI Systems
   DEBUG: 2026-02-02 10:23:00,979:      pdf_renderer.py:  470: printSegment:  7 
   DEBUG: 2026-02-02 10:23:00,980:      pdf_renderer.py:  470: printSegment: Fundamental Rights Impact Assessments
   DEBUG: 2026-02-02 10:23:00,980:      pdf_renderer.py:  470: printSegment:  8 
   DEBUG: 2026-02-02 10:23:00,980:      pdf_renderer.py:  470: printSegment: Transparency Obligations for Providers
   DEBUG: 2026-02-02 10:23:00,981:      pdf_renderer.py:  470: printSegment:  9 
   DEBUG: 2026-02-02 10:23:00,981:      pdf_renderer.py:  470: printSegment: Registration
   DEBUG: 2026-02-02 10:23:00,981:      pdf_renderer.py:  470: printSegment:  10 
   DEBUG: 2026-02-02 10:23:00,981:      pdf_renderer.py:  470: printSegment: EU Database for High-Risk AI
   DEBUG: 2026-02-02 10:23:00,982:      pdf_renderer.py:  470: printSegment:  11 
   DEBUG: 2026-02-02 10:23:00,982:      pdf_renderer.py:  470: printSegment: Post-Market Monitoring by Providers
   DEBUG: 2026-02-02 10:23:00,982:      pdf_renderer.py:  470: printSegment:  12 
   DEBUG: 2026-02-02 10:23:00,983:      pdf_renderer.py:  470: printSegment: Reporting Serious Incidents
   DEBUG: 2026-02-02 10:23:00,983:      pdf_renderer.py:  470: printSegment:  13 
   DEBUG: 2026-02-02 10:23:00,983:      pdf_renderer.py:  470: printSegment: General-Purpose AI Models
   DEBUG: 2026-02-02 10:23:00,983:      pdf_renderer.py:  470: printSegment: ISO 42001 Structure:
   DEBUG: 2026-02-02 10:23:00,984:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,984:      pdf_renderer.py:  470: printSegment: Clauses 4-10 with subclauses
   DEBUG: 2026-02-02 10:23:00,985:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,985:      pdf_renderer.py:  470: printSegment: Annex categories with implementation details
   DEBUG: 2026-02-02 10:23:00,985:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,986:      pdf_renderer.py:  470: printSegment: Evidence linking
   DEBUG: 2026-02-02 10:23:00,986:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,986:      pdf_renderer.py:  470: printSegment: Risk mapping
   DEBUG: 2026-02-02 10:23:00,987:      pdf_renderer.py:  470: printSegment: NIST AI RMF Functions:
   DEBUG: 2026-02-02 10:23:00,987:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,988:      pdf_renderer.py:  470: printSegment: GOVERN: Policies, processes, accountability
   DEBUG: 2026-02-02 10:23:00,988:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,989:      pdf_renderer.py:  470: printSegment: MAP: Identify AI systems and risk context
   DEBUG: 2026-02-02 10:23:00,989:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,990:      pdf_renderer.py:  470: printSegment: MEASURE: Assess, analyze, track risks
   DEBUG: 2026-02-02 10:23:00,990:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,990:      pdf_renderer.py:  470: printSegment: MANAGE: Prioritize, respond, monitor
   DEBUG: 2026-02-02 10:23:00,991:      pdf_renderer.py:  470: printSegment: 5.3 Framework Gap Recommendations
   DEBUG: 2026-02-02 10:23:00,992:      pdf_renderer.py:  470: printSegment: Priority 1: OECD AI Principles
   DEBUG: 2026-02-02 10:23:00,992:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,993:      pdf_renderer.py:  470: printSegment: Widely referenced in EU AI Act
   DEBUG: 2026-02-02 10:23:00,993:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,994:      pdf_renderer.py:  470: printSegment: 5 principles with sub-requirements
   DEBUG: 2026-02-02 10:23:00,994:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,995:      pdf_renderer.py:  470: printSegment: Foundation for many national frameworks
   DEBUG: 2026-02-02 10:23:00,995:      pdf_renderer.py:  470: printSegment: Priority 2: UK ICO AI Toolkit
   DEBUG: 2026-02-02 10:23:00,996:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-02 10:23:00,996:      pdf_renderer.py:  470: printSegment: Important for UK market access
